,ItemName,ItemCode,2022-06-17,2022-06-18,2022-06-19,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-25,2022-06-26,2022-06-27,2022-06-28,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28,2022-07-29,2022-07-30,2022-07-31,2022-08-01,2022-08-02,2022-08-03,2022-08-04,2022-08-05
6452,ענבים סייבל ללא חרצנים,7290005678332,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,25.9,25.9,25.9,29.9,29.9,29.9,20.9,20.9,20.9,20.9,25.9,25.9,25.9,18.9,18.9,18.90
6453,גב.בולגרית למריחה5% 250ג,7290005992575,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.20
6454,ג'ל גילוח לעור עדין 200מ,7290011765095,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.90
6455,פתי בר כוסמין,7290011830564,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,,,,,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,,
6456,קרמה ג'ל אחר גילוח רג150,7290012117381,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,,,,,,,,,,,,
6457,שניצל  דקדק מן הצומח 540,7290012226816,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,31.90
6458,באקצ'וי הידרופוני,7290013366719,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,
6459,תה ירוק ג'ינג'ר חריף25שק,7290015150590,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,,
6460,טחינה מעודנת בארכה310גרם,7290016246711,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
6461,סקינגארד SPF50 לילדים250,7290104964039,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,39.9,39.9,39.9,39.9,39.9,39.9,,,,,,,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,,,
6462,"לטקס לביבות תפו""א",7290106570153,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,,,,,,,,,,
6463,מרק בצל רכיבים טבעיים400,7290107646062,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,29.5,29.5,29.5,29.5,29.5,29.5,,,,,,,,,,,,,,,,,
6464,זרעי גזר כתום 100זרעים,7290107779326,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
6465,זרעי חסה מיקס 20 זרעים,7290107779401,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,
6466,זרעי עגבניה תמר 10 זרעים,7290107779425,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,,
6467,זרעי סלק עלים מנגולד 100,7290107779562,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,,,,,,,,,
6468,זרעי סלרי עלים לשתילה,7290107779586,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,,,9.9,9.90
6469,זרעי תירס סופר מתוק צהוב,7290107779876,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,,,,,,,
6470,כיף מרכך לשיער רגיל700מל,7290108357769,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.90
6471,מיני קרלו שוק.בננה100*8ג,7290110327156,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
6472,חומוס עם רוטב פיצה פרגו,7290110557799,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,
6473,סטייל תחליב ידיים 500 מ,7290112197061,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,
6474,קפה נמס וכוס לדרך 200גרם,7290115670752,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,,,,,,,,,,,,
6475,שייק בננה מנגו תפוז230מל,7290116930442,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.90
6476,שייק בננה אננס קוקס230מל,7290116930459,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,,,8.9,8.9,8.9,8.90
6477,תה קר+חלב  צ'אי קרמל230מ,7290116930558,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.90
6478,תה קר+חלב צ'אי ורדים230מ,7290116930572,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.90
6479,מגרדת סגולה לכף הרגל,7296073331414,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,,,,,,,,,,,,,,
6480,מבריק ציפורניים 7 שלבים,7296073333418,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,19.9,,,,,,,,,,,,,,,,,
6481,ביצי הפתעה מ.הרפתקאו20*3,7296073378891,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,,,,,,
6482,מבשם כביסה ספא כחול750מל,7296073400028,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,,,,,
6483,טבליות כלור 20 יחידות,7296073485650,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,,,,,,,,,,,,,,30.9,30.9,30.9,30.90
6484,ליצי ארוז,7296073554400,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.00
6485,"בקרדי מוחיטו 700 מ""ל",7610113000175,,,,,,,,,,,,,,,,,,,,,,,,,,79.9,79.9,79.9,79.9,79.9,79.9,79.9,,,,89.9,79.9,79.9,79.9,79.9,79.9,79.9,,,,,,,
6486,מרכך פנטן לחות מוגברת660,8001090832894,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,,,,,,22.9,22.9,22.9,22.90
6487,מונסטר אנרג'י פחית 500 מ,5060517886486,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,,,,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,,
6488,פלפל שישקה מתוק,7290000000749,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,11.9,11.9,11.9,11.9,11.90
6489,סברס,7290000966526,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,9.9,9.9,9.90
6490,סקין גארד ג'ל אלוורה200מ,7290001338407,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,,,,,,,,,,24.9,24.9,24.9,24.90
6491,נביעות ט.אפרסק עדין 500מ,7290002331155,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,,,,,,7.5,7.50
6492,"חזה ע""ח ע""ע טרי לקג",7290002507550,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,49.9,49.9,49.9,49.9,49.9,49.9,,,,,,,,,,,,,,,,
6493,"בירה הוגרדן 330 מ""ל",7290002542810,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.90
6494,נר נשמה שבועי,7290005095344,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,
6495,סאן בנדטו 6 יח',7290006229427,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
6496,רקנאטי יסמין,7290008670142,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,32.9,32.9,32.9,32.9,32.9,,,,,,33.9,33.9,33.9,33.9,33.9,33.9,33.9,33.9,,,,
6497,כרעיים פרימיום שופרסל לק,7290009011395,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,,,,,,,,,,,,,,,,
6498,פטריות מלך היער,7290018394021,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,,,,,,
6499,לה קרמריה שוקו וניל,7290018652671,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,24.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,,,,,
6500,מעדן מוס בטעם שוקולד123ג,7290102396580,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.00
6501,גבינה צהובה נעם15% 200ג,7290102396665,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.2,16.20
6502,דאו.קרמה רול און מאסק75מ,7290108353891,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,15.9,,,,,,,,,,
6503,רוטב שמנת גרגירי וניל260,7290112349903,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,,,,,,,,,,,,,,
6504,"שמן זית כתית 750 מ""ל",7290113620056,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.90
6505,משייף מגרדת לכף הרגל יח,7296073239185,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.90
6506,סב.ידיים רומנטי 3 500*מל,7296073320289,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
6507,שעועית לבן אורג.גרין400ג,7296073323129,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,,,,,,
6508,מספריים אל חלד לשיער,7296073331216,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,39.9,39.9,39.9,39.9,39.9,39.9,,,,,,,,,,,,,,,,
6509,כבל מקורי מיקרו סמסונג,7296073395171,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,
6510,ממרח אגוזי לוז וקקאו300ג,8008245004847,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,13.9,13.9,13.9,13.9,13.9,13.9,,,13.9,13.9,13.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
6511,מברשת קולגייט מיניונים+6,8693495051002,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,,,,,,,,,,,,,,
6512,קולגייט 2 מברשות עם סיבי,8718951365865,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,31.9,31.9,31.9,31.9,31.9,31.9,,,,,,,,,,,,,,,,
6513,פילו ריקוטה פרימיום קג,7290003158164,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.00
6514,מיני המבורגר אלגאוצו320,7290004011826,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.90
6515,קציצות עוף ברוטב עגבניות,7290004230081,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,,,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,,
6516,משחה קמיל צמחי מרפא100גר,7290006235244,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.90
6517,אצבעות שניצל בשומשום 700,7290008409100,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,,
6518,"מרלו אימפרשן 750 מ""ל",7290015781114,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,,
6519,ברבוניה מנוקדת 400 גרם ל,7290016524994,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.90
6520,נקניקיות צמחוניות בסגנון,7290018468326,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,,,,,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.9,41.90
6521,מי-עדן מים מינרלים 1.5 ל,7290019056959,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.20
6522,רוטב שקשוקה קלאסית 420 ג,7290019233039,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,12.9,12.9,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.90
6523,מחית נוגט פרווה 400 גרם,7290106775053,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,25.9,25.9,25.9,25.9,25.9,25.9,25.9,,,,,,,,,,,,,,
6524,מסטיק בטעם גלידה לימון58,7290110552817,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.50
6525,צידנית קאודרטיני+גרדנה,7290111354571,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,42.9,42.9,42.9,42.9,42.9,42.9,42.9,,,,,,,,,,,42.9,42.9,42.9,42.90
6526,קרמיסימו בטעם החלב של הק,7290112499196,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.9,,21.9,21.9,21.9,21.9,21.9,21.9,21.9,21.90
6527,מעדן תנובה דיאטט.שוק150ג,7290116930718,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,
6528,קליפסים קטנים 8 יח חום,7296073332541,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,,,,,,,,
6529,שניצל אמיתי בציפוי צ'יפס,7296073453987,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,41.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.9,29.90
6530,"אל סבון לתינוק 750מ""ל",7296073459262,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,,,,,,,,,,,,,,
6531,קציצות דגים ברוטב פיקנטי,7296073473398,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.90
6532,ברזלית 6 יחידות,7296073514541,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,,,,
6533,מונטנה פילטר חפ,72991510,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,
6534,פילדלפיה שום+ע.ת12% 150ג,7622201521493,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
6535,פנטן שמפו לתלתלים 660 מל,8001090832696,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,22.9,22.90
6536,פנטן מרכך לתלתלים 660 מל,8001090832979,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,,,,,,,,,,,
6537,קולגייט מקס פרש כחול125מ,8718951228801,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,,
6538,קרפרי כותון מבושם 56 יחי,3574661554877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,14.9,14.9,14.9,14.9,14.9,14.9,,,,,,,,,,,,,,
6539,ביסקוויט מילוי ק.לוז172ג,4001518114223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,17.5,17.5,17.5,17.5,17.5,17.5,,,,,,,,,,,,,,
6540,32 טמפוני קוטקס מיני,5029053534589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,27.9,27.9,27.9,27.9,27.9,27.9,,,,,,,,,,,,,,
6541,וודקה ואן גוך קלאסית750,633824102096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,95.0,95.0,95.0,95.0,95.0,95.0,,,,,,,,,,,,,,
6542,משקה סויה,63667510008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,15.4,15.4,15.4,15.4,15.4,15.4,,,,,,,,,,,,,,
6543,קציצות עוף קלאסיות 600גר,7290000153469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.40
6544,מגבוני לילי צבעוני90*5יח,7290000191539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.9,15.90
6545,סטייקבורגר 400 גרם,7290000552569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.90
6546,כרעיים עוף טרי תפ,7290000611808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,29.9,29.9,,,,,,,,,,,,,,
6547,נתח פילה סלמון קפוא קג,7290000662213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,89.9,89.9,89.9,89.9,89.9,89.9,,,,,,,,,,,,89.9,89.9,89.90
6548,פילה עוף טרי ת עצמי,7290000910406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,34.9,34.9,34.9,34.9,34.9,34.9,,,,,,,,,,,,,,
6549,בזיליקום אדום יחידה,7290000995175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,,,,,,,,
6550,בזיליקום 10 גרם,7290002517603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,
6551,שליש באגט אותנטי,7290004170882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5.8,5.8,5.8,5.8,5.8,5.8,,,,,,,,5.8,5.8,5.8,5.8,5.8,5.8,5.80
6552,אל סבון כיף ג'ינסנג1ליטר,7290004731083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,12.9,,,,
6553,ענב ארלי מידנייט ביוטי,7290005678004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.9,29.9,29.9,29.9,25.9,25.9,25.9,29.9,29.9,29.9,20.9,20.9,20.9,20.9,25.9,25.9,25.9,18.9,18.9,18.90
6554,פלפל חריף חלפיניו,7290005678868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.90
6555,נתחי טונה בהירה בשמן158ג,7290010066025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,,,,,,,,,7.1,7.10
6556,נגיסי קוקוס קרמל מלוח50ג,7290012022876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,,10.9,10.9,10.90
6557,שעועית עדינ.קפוא אורג800,7290013994783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,19.9,19.9,19.9,19.9,19.9,19.9,,,,,,,,,,,,,,
6558,"קברנה אימפרשן 750 מ""ל",7290015781121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,,
6559,MB מרכך לשיער יסמין500מ,7290017637631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,24.9,24.9,24.9,24.9,24.9,24.9,,,,,,,,,,,,,,
6560,גמלא קברנה סובניון 750 מ,7290017647425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,64.9,64.9,64.9,64.9,64.9,64.9,,,,,,,64.9,64.9,64.9,64.9,64.9,64.9,64.9,64.90
6561,מעדן שוקולד ודובדבן120ג,7290019108610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,,,,10.9,10.9,10.9,10.90
6562,מאגדת יופלהשייק קוקוס,7290101113812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,,,,,,,
